1.54310	0.04657	-1.62845	0.79815	-0.02164	0.42203	0.51499	-0.16895	0.16478	1.11719	-0.14321	-0.77861	1.06706	-0.03740	-2.25377	1.26076	0.08257	0.19742	0.66436	0.71341	-1.26745	1.96211	1.87964	1.04332	-1.08427	-0.13430	-1.25644	-0.11454	0.50719	0.52110	0.92259	-0.06355	0.95609	0.44037	-0.53535	0.30999	-1.85442	0.81420	-0.60731	1.04491	1.60613	0.37646	-0.22571	-0.36774	1.29821	1.04592	-0.72521	0.34046	-0.84907	-0.92167	-1.11827	-1.65924	-0.76967	1.04998	1.27887	-0.78026	1.09507	-0.31721	-2.03722	-1.68400	-0.67823	1.12251	-0.98123	-0.77221
-1.38630	0.15595	0.95763	-0.99299	-0.19174	0.02058	0.52236	0.34688	0.35288	0.58028	-0.45641	0.07355	0.53341	-0.06831	0.87597	1.87440	0.26516	1.23405	-0.95272	1.25384	-0.14795	0.79628	0.55928	-0.02336	0.59956	1.32452	-0.11337	-0.56217	0.96648	0.79468	0.49765	0.29449	1.41433	-0.95371	-0.90527	0.55529	0.32307	-0.35402	-1.65731	2.45324	0.89899	0.46854	0.23464	-0.80685	0.68823	1.22296	0.54550	-0.55334	2.06631	0.28613	0.96700	-0.49979	-0.43660	0.76626	1.17801	-0.19790	-0.00301	0.36215	0.09801	-0.50664	0.32284	0.98531	0.10808	-0.52308
0.00877	0.23338	-0.93276	-1.78644	0.14213	-0.65597	0.91577	-0.45502	-0.89627	-0.58188	0.54046	1.16922	-1.31613	-1.52330	-0.15335	0.36930	1.32409	-0.18365	-0.34405	0.67439	-0.25173	0.22418	1.10376	-0.60911	1.55163	0.12284	0.38398	-1.16878	-0.25528	0.23725	-1.80606	-0.53205	-0.41853	-0.69789	0.54958	0.47946	-0.72855	-0.08099	2.14589	-1.60150	1.34038	0.56003	-0.38969	-0.09249	-1.22610	0.82604	-0.23706	-2.66548	0.98372	-1.80208	0.25295	0.51278	1.21062	0.67501	1.33352	-0.01449	-1.14741	-0.45317	-1.08714	-2.46163	-2.76101	0.58483	-2.34229	0.35321
-0.72199	-0.01799	-0.02259	0.03312	-1.01426	0.00982	1.13903	1.18606	-0.73526	0.36100	2.51412	1.55698	0.34344	0.10023	1.52682	1.72665	0.43121	-0.83838	0.44624	-0.37298	1.16582	1.36003	1.20337	1.78758	0.17583	-0.07126	1.55737	0.38602	-1.20052	0.58569	-0.98453	-1.58761	0.95155	-1.16350	-0.49707	1.00863	0.94344	-0.78338	1.29743	0.76887	-0.27173	1.39834	-1.28891	0.38515	1.96477	-0.74710	-0.64104	-1.54604	-0.74098	0.06768	2.45617	0.54901	0.05682	1.03191	1.80480	-0.45359	-0.80029	2.58074	0.72794	1.64060	0.75630	-1.41279	0.41584	0.27244
-0.98746	1.94931	1.08966	-0.55845	0.67924	-0.12930	0.54031	-0.99724	-0.70504	1.16540	-1.01002	1.00183	1.89568	-0.85131	0.09833	-1.74873	0.35732	-0.17097	-2.73254	0.41721	0.86262	-0.58709	-0.59452	-1.84787	-0.16052	-0.27182	-0.39685	-1.25611	0.09605	-1.29796	-0.16564	-0.04008	-2.12299	-1.02789	0.87393	-1.07434	1.20524	0.58596	0.93512	0.12867	-1.33631	-0.11722	1.60834	-0.93685	-0.57032	-0.94740	1.21869	0.46828	-1.43808	0.76438	0.48465	-0.65857	0.70331	-0.19078	-0.27936	1.89114	0.16625	-1.30551	-1.22121	-1.40976	-0.17216	0.10504	-0.30763	-1.87100
0.10087	-0.47215	0.48771	-0.62184	-0.01584	-1.29348	1.01742	0.31859	-1.53115	0.44421	0.11670	2.34673	0.05309	-1.37674	1.09122	1.07877	0.47906	-0.54028	-0.23364	-0.95563	-1.91230	0.92850	0.56277	-0.10239	2.05998	-0.67449	0.49512	0.44187	-0.69178	1.42986	-0.21457	-1.03914	-0.16651	0.72687	0.05587	0.55596	0.87520	-0.79771	0.88791	0.56292	0.37110	-1.23772	0.51095	-1.09280	-0.15107	-0.52137	-0.55375	-0.07898	-0.13744	-0.62590	-1.15718	0.97874	-0.65015	1.35625	0.37952	-1.11039	-0.90736	1.32631	1.51235	0.70875	1.90430	-0.12508	0.11161	0.80128
0.57835	-1.60641	-2.58371	0.65948	1.12265	1.63046	0.77627	-0.61696	-0.07246	0.70887	0.30420	0.94917	0.19508	-1.06455	0.07310	0.14829	0.78925	-1.23193	1.16169	1.11342	-0.55838	0.06439	-0.70227	-1.03612	-1.50853	2.11725	1.10718	-2.41024	-0.16982	-0.66493	0.19927	0.11245	0.15808	-0.36504	-0.65816	-0.38418	-0.28490	0.91106	1.64045	-1.51752	0.70587	-1.31960	-1.42106	1.27719	0.74107	-0.09878	0.54615	0.77274	-0.54860	-0.96130	-0.29062	0.90587	-1.12523	-0.02727	1.94226	0.98001	-0.24236	-0.51365	-0.35076	-1.78346	-0.28181	-1.59563	-0.87281	2.68641
1.48014	0.27337	1.51425	0.02504	0.66927	0.38571	-0.50076	-0.59361	1.05004	-0.39327	-1.17579	-0.40746	-0.49472	2.82809	-0.34057	0.07337	0.34204	-1.85562	0.90680	0.44839	0.37535	-0.16334	0.75699	1.61104	0.00154	-0.67197	1.55991	1.66352	0.47889	-0.26485	-0.68165	-0.61758	-0.26850	-0.00922	0.53328	-1.23410	-0.12881	0.66768	0.94571	-0.18491	0.04250	-1.68048	-0.83666	0.42128	-0.11763	-0.14648	0.44877	1.72162	0.18921	-1.20314	-0.01751	-1.95884	0.81948	-1.86520	-0.19266	1.26031	-0.90810	-0.58598	0.66560	0.25344	-1.43696	0.18798	0.72340	2.26263
-0.29188	1.48023	0.23616	-1.48032	-0.24682	-1.11867	0.09288	-3.05654	-0.32325	0.08056	-0.76580	-2.49013	-1.65488	-1.12891	-0.20681	-0.15335	-0.08034	-0.67497	0.56842	0.37703	1.10568	0.78127	1.33939	-0.76604	1.51385	-1.94603	0.62005	1.13626	-1.15009	-0.19848	0.36241	-0.19356	-0.28111	0.27628	0.82633	-1.04715	1.73682	1.36647	1.47296	-0.62613	0.06299	-0.29316	0.72830	-0.15015	0.24462	-0.29292	-1.40874	0.27695	0.11341	1.50847	0.43639	-2.11269	-0.36252	-0.12226	-1.77675	-0.63400	0.40074	-0.72051	0.71166	-1.74140	-1.02823	-2.90363	0.21547	0.08147
0.94506	-0.55690	1.21829	0.24603	2.61661	0.46222	-0.07108	-0.83766	-0.24224	-0.57981	-0.33804	-0.81472	-1.35270	-1.25659	-0.29852	2.00167	2.04558	-1.00753	0.08719	2.70283	-2.01381	-1.60493	1.65902	1.98554	1.13437	-0.30618	-0.07981	0.29015	0.84883	1.10465	0.48114	-1.10335	-1.48418	-0.52439	-1.30416	0.29538	0.08776	-0.23936	1.70817	-0.42426	0.75664	-1.10573	0.49862	0.99442	-0.46783	-0.12733	-1.36057	0.66868	-2.08427	-0.92936	0.47932	-0.20292	-2.03824	0.39840	-0.07373	-1.99640	-0.48121	0.17495	1.01707	-0.95997	-0.61059	2.16605	0.98510	1.06760
